,Username,Number of Comments,Comments,Number of Products Commented,Products Commented,Mean Rating
9648,kathlynnn_1,0,[nan],1,{'3922f373-785a-4593-8f46-e8f77ca1c8c4': 1},3.0
9649,kathy41900,0,[nan],1,{'6b40a572-7c11-45bb-937c-d3460fc70c36': 1},5.0
9650,katiaamaral659,0,"[nan, nan]",1,{'bf476063-e681-4700-b2a1-ad8a416a7cb8': 2},5.0
9651,katiadealmeidacosta,0,"[nan, nan]",1,{'bf476063-e681-4700-b2a1-ad8a416a7cb8': 2},4.0
9652,katianyoliveirasouzaferr,1,['Loved it ... its durability is great and very comfortable.'],1,{'bf476063-e681-4700-b2a1-ad8a416a7cb8': 1},5.0
9653,katiaoliveira176,1,['Expectations loved it super quality already tried great😘'],1,{'bf476063-e681-4700-b2a1-ad8a416a7cb8': 1},5.0
9654,katielysilverio,0,"[nan, nan]",2,"{'bf476063-e681-4700-b2a1-ad8a416a7cb8': 1, 'c6248603-e4db-403f-a7d2-4139e8463d34': 1}",5.0
9655,katinawati,0,[nan],1,{'e00d8069-318f-4a12-a0e0-f61b0a7dfdf7': 1},4.0
9656,katita12,0,[nan],1,{'bf476063-e681-4700-b2a1-ad8a416a7cb8': 1},5.0
9657,katiusciabarbosa,1,['For the price it exceeds expectations. Good finish and yes amazing. Very good. About battery I need to use to be able to evaluate.'],1,{'bf476063-e681-4700-b2a1-ad8a416a7cb8': 1},5.0
9658,katri26,0,[nan],1,{'bf476063-e681-4700-b2a1-ad8a416a7cb8': 1},5.0
9659,katrinafayegesulgon094,0,"[nan, nan]",1,{'55c8d8ca-0f15-43c7-8cd6-9835ebe8e049': 2},5.0
9660,katrineserbilla486,1,"[""Very good! The sound is very loud, I love it! I just don't know the battery life yet because I just received it.""]",1,{'bf476063-e681-4700-b2a1-ad8a416a7cb8': 1},5.0
9661,katshares.,0,[nan],1,{'59331d97-d641-4a8b-8d1d-4f7296f1978e': 1},5.0
9662,katsinun,0,[nan],1,{'629dd687-f02e-4db8-8b54-3250c1f685f2': 1},5.0
9663,katsnoop,0,[nan],1,{'55c8d8ca-0f15-43c7-8cd6-9835ebe8e049': 1},5.0
9664,katsotos83,1,"['Value for money, cheap and it works!! 👍🏻👍🏻👍🏻😂😂😂 thank you seller for the alcohol wipes :)']",1,{'629dd687-f02e-4db8-8b54-3250c1f685f2': 1},5.0
9665,katsusauz,0,[nan],1,{'2dbe6618-26e9-40ad-8924-9bdc80cf2ef5': 1},5.0
9666,kattyy3030,0,[nan],1,{'f763ffa4-ab7e-4bda-8b31-310c402ea36b': 1},5.0
9667,katyakumar,0,[nan],1,{'b8a99585-17fd-4d00-8a53-9c08e0f353c9': 1},5.0
9668,katzad,0,[nan],1,{'b17e829b-3318-49c4-8a94-edc482f7733c': 1},5.0
9669,kau_abelhinha,1,"[""Very good phone, very loud audio, but the sound quality is very average, I did not find the best, I paid a total of 20 reais on it, so I can not demand much. \nIt didn't come very well packaged in vdd, just inside the bag along with the other phone.""]",1,{'bf476063-e681-4700-b2a1-ad8a416a7cb8': 1},5.0
9670,kauasilva624,1,"['It arrived safely, holds very well and lasts a long time. I highly recommend\U0001faf4❤️']",1,{'bf476063-e681-4700-b2a1-ad8a416a7cb8': 1},5.0
9671,kaung_min_khant,0,[nan],1,{'282edf09-7117-417f-8746-9ac731110671': 1},5.0
9672,kaungkim241,0,[nan],1,{'c6248603-e4db-403f-a7d2-4139e8463d34': 1},5.0
9673,kausalya_vk,1,"['Fast delivery, well packaged, great customer service (delivery). Opened and tested, sound is great, the headphone is adjustable. Microphone picks up good sound, however, to note that it picks up quite a bit of background noise as well. Overall, good buy (Flash Sale)']",1,{'ef5a4175-8271-46c7-9c82-be26682bc42d': 1},5.0
9674,kautharazlie,0,[nan],1,{'738907d7-39a7-403e-a8a6-1b0933baf48f': 1},5.0
9675,kaviithapillay,0,[nan],1,{'738907d7-39a7-403e-a8a6-1b0933baf48f': 1},5.0
9676,kavikavi118,0,[nan],1,{'c6248603-e4db-403f-a7d2-4139e8463d34': 1},5.0
9677,kavimani426,1,['Not working one side'],1,{'686a7024-e0ea-459f-81a5-e06b947b3c88': 1},1.0
9678,kavithavee,0,[nan],1,{'7541d57b-e17b-42ac-bb8d-c6077c146b4d': 1},5.0
9679,kaviyarasang,0,[nan],1,{'59331d97-d641-4a8b-8d1d-4f7296f1978e': 1},5.0
9680,kawaii_hibari,1,"['Performance: not as good as expected iguess\nBest Feature(s): its black lol\nValue For Money: ok lo, not worth for me ah']",1,{'43c23b00-3cb4-4718-81f0-d4dd22b9bb76': 1},3.0
9681,kawengkiiks,0,[nan],1,{'ada3b277-7679-4b52-8491-f4101329d86e': 1},5.0
9682,kawenysaldanha022,0,[nan],1,{'bf476063-e681-4700-b2a1-ad8a416a7cb8': 1},4.0
9683,kawsarhossain232,0,[nan],1,{'ef5a4175-8271-46c7-9c82-be26682bc42d': 1},5.0
9684,kaya_muhd,0,"[nan, nan]",1,{'55c8d8ca-0f15-43c7-8cd6-9835ebe8e049': 2},5.0
9685,kayadeline,0,[nan],1,{'6c475598-c32f-4bac-9831-383e5eb8e323': 1},5.0
9686,kayanevitria734,1,"['[Obs: I don\'t know because shopee doesn\'t let me put the photos I took directly, but let me put them in print????]\n\nIt arrived as I bought it. It took about three weeks.\n\nThe phone comes only with a charging cabin. It is bluetooth, but has input to connect a cable and use it as wired headphones (but you have to buy the wire separately). It also has space to put a memory card and play your music.\n\nThe audio is good, and for the price it becomes even better, because the volume is very high (seriously). It is adjustable in size, so if you have a long head it will probably fit. However, if your head is wider, the phone may end up tightening a little at the top of the ear (my case), but it is a matter of usual to the plastic ""fits"".\n\nThe battery is good. It\'s been more than a week since I received it and, of course, it has been charged a few times. I use the phone a lot and it stays charging for a long time. I didn\'t pay attention to the exact time, but I think it takes about 8 hours straight.\n\nThe bluetooth really takes up to about 10 meters away without crashing, and if it locks is almost minimal, which is great because then the cell phone (etc.) does not need to be stuck to you all the time.\n\nOverall: I loved it, loved it!!!!']",1,{'bf476063-e681-4700-b2a1-ad8a416a7cb8': 1},5.0
9687,kayden_lee,1,['Fast delivery box was not damaged and the item works well would recommend'],1,{'55c8d8ca-0f15-43c7-8cd6-9835ebe8e049': 1},5.0
9688,kaydenlam,2,"[""Nice!  I'm so happy with this headphone! Highly recommended!"", 'Nice! The speakers are great! Highly recommended!']",2,"{'0f0709c2-b0ab-467e-8334-969ba228ee4b': 1, '25446ffc-7c07-41d6-a94e-bf0a071ac9c5': 1}",5.0
9689,kayewby,0,[nan],1,{'2dbe6618-26e9-40ad-8924-9bdc80cf2ef5': 1},5.0
9690,kayla7677,0,[nan],1,{'bbfc5329-d536-4274-a1b4-3f2e28a82b63': 1},5.0
9691,kaylaathalia18,0,[nan],1,{'10b5c89d-c320-4743-b6db-7962216594f9': 1},5.0
9692,kaylahuang,0,[nan],1,{'f81dd840-40d1-4e5b-842a-da76d9f79c17': 1},5.0
9693,kaylaromualdo,1,"[""It's good, it has a good sound. Very light material, does not squeeze the ears, but I must note that it is not as good as the material. But for the price it's fair""]",1,{'bf476063-e681-4700-b2a1-ad8a416a7cb8': 1},3.0
9694,kayllany_000,0,[nan],1,{'bf476063-e681-4700-b2a1-ad8a416a7cb8': 1},5.0
9695,kaylynnk,0,[nan],1,{'43c23b00-3cb4-4718-81f0-d4dd22b9bb76': 1},5.0
9696,kaythisoe193,1,['Value For Money: Yes.\nPerformance: Good.\nBest Feature(s): Good.\nGood 👍❤️'],1,{'629dd687-f02e-4db8-8b54-3250c1f685f2': 1},5.0
9697,kayzinaung,0,[nan],1,{'629dd687-f02e-4db8-8b54-3250c1f685f2': 1},5.0
9698,kazishowkat,0,[nan],1,{'43c23b00-3cb4-4718-81f0-d4dd22b9bb76': 1},5.0
9699,kazumimyukikitaru,0,[nan],1,{'ddaa8694-424f-4876-96e7-e2986a6b99ab': 1},5.0
9700,kazzarr,0,[nan],1,{'2dbe6618-26e9-40ad-8924-9bdc80cf2ef5': 1},5.0
9701,kb2fjn3ste,0,[nan],1,{'ada3b277-7679-4b52-8491-f4101329d86e': 1},5.0
9702,kbq9lecn9r,0,[nan],1,{'c6248603-e4db-403f-a7d2-4139e8463d34': 1},5.0
9703,kbueninho_,1,"['It is beautiful, super delicate, and the sound is wonderful!!!! Super nominate.']",1,{'bf476063-e681-4700-b2a1-ad8a416a7cb8': 1},5.0
9704,kbv17,0,[nan],1,{'ee642e88-21fb-4916-8024-044cbfee7eef': 1},5.0
9705,kc6wf__fmy,2,"['Try to pair many times but unable to connect even though the earpiece is fully charged', '👍 Great']",1,{'59331d97-d641-4a8b-8d1d-4f7296f1978e': 2},3.0
9706,kcezario,0,[nan],1,{'bf476063-e681-4700-b2a1-ad8a416a7cb8': 1},5.0
9707,kcjqpngjay,0,[nan],1,{'bf476063-e681-4700-b2a1-ad8a416a7cb8': 1},5.0
9708,kck886,0,[nan],1,{'738907d7-39a7-403e-a8a6-1b0933baf48f': 1},5.0
9709,kctan69,1,['Well received and well packaging. A decent headphone and pairing is easy. The quality of sound is good and has wired and bluetooth and hope it can last long.'],1,{'43c23b00-3cb4-4718-81f0-d4dd22b9bb76': 1},5.0
9710,kctony88,1,"['Performance: Good\nValue For Money: Good\nBest Feature(s): Good\nFast delivery, purchase on behalf so unable to test now. Anyway thank you seller.']",1,{'59331d97-d641-4a8b-8d1d-4f7296f1978e': 1},5.0
9711,kdbh0wimlj,3,"['Performance: goog\nBest Feature(s): ok\nValue For Money: yes\nSeems alright for the price. Quick on the delivery. Well packed.', 'Performance: goog\nBest Feature(s): ok\nValue For Money: yes\nSeems alright for the price. Quick on the delivery. Well packed.', 'Performance: goog\nBest Feature(s): ok\nValue For Money: yes\nSeems alright for the price. Quick on the delivery. Well packed.']",3,"{'728a87e4-dff7-4605-9300-9080f42b1cf1': 1, '762a9ac6-9fbd-4021-a337-448f8a0e1c95': 1, 'fe4d19d5-24b8-4148-86bf-f9729f39ee27': 1}",5.0
9712,kdhdjsisushsidudgdlol,0,[nan],1,{'0f0709c2-b0ab-467e-8334-969ba228ee4b': 1},3.0
9713,ke7sqskebd,1,['Good value for money good sound great I liked it I recommend simple comfortable'],1,{'bf476063-e681-4700-b2a1-ad8a416a7cb8': 1},5.0
9714,keahbinder,0,[nan],1,{'738907d7-39a7-403e-a8a6-1b0933baf48f': 1},5.0
9715,keanliuwq,0,[nan],1,{'629dd687-f02e-4db8-8b54-3250c1f685f2': 1},5.0
9716,keanteelee,0,[nan],1,{'7245f812-e507-4b1c-8e73-78c41afc3744': 1},5.0
9717,keanwangsg,1,['Genuine product fast delivery and reliable service . The apple flag shop makes me feel confident with Shopee . Good price as well'],1,{'55c8d8ca-0f15-43c7-8cd6-9835ebe8e049': 1},5.0
9718,keat2505,0,[nan],1,{'0f0709c2-b0ab-467e-8334-969ba228ee4b': 1},5.0
9719,kecikrizam,0,[nan],1,{'a575b385-2293-4fc6-9182-594afe2f1b0b': 1},5.0
9720,kecy2000fj,1,['I loved it so much 😍😍'],1,{'bf476063-e681-4700-b2a1-ad8a416a7cb8': 1},5.0
9721,kedai.mak.kita,0,[nan],1,{'43c23b00-3cb4-4718-81f0-d4dd22b9bb76': 1},5.0
9722,kedaipancing.com,0,[nan],1,{'25446ffc-7c07-41d6-a94e-bf0a071ac9c5': 1},5.0
9723,keechrs970,0,[nan],1,{'087be8f9-1394-40ae-be7a-ed4c4e917832': 1},5.0
9724,kegx11,0,[nan],1,{'087be8f9-1394-40ae-be7a-ed4c4e917832': 1},5.0
9725,kehle,1,['Amazing\nI sound super loud \nExceedededed my expectations!\nCame 11 days ahead of schedule.'],1,{'bf476063-e681-4700-b2a1-ad8a416a7cb8': 1},5.0
9726,keidenmadden,0,[nan],1,{'43c23b00-3cb4-4718-81f0-d4dd22b9bb76': 1},5.0
9727,keijitan405,0,[nan],1,{'43c23b00-3cb4-4718-81f0-d4dd22b9bb76': 1},5.0
9728,keila_moreira1,0,[nan],1,{'bf476063-e681-4700-b2a1-ad8a416a7cb8': 1},5.0
9729,keilaataide163,0,[nan],1,{'bf476063-e681-4700-b2a1-ad8a416a7cb8': 1},5.0
9730,keilafrancodomingos,0,[nan],1,{'c6248603-e4db-403f-a7d2-4139e8463d34': 1},5.0
9731,keiongsiewpeng,1,['………'],1,{'43c23b00-3cb4-4718-81f0-d4dd22b9bb76': 1},4.0
9732,keisurilla,0,[nan],1,{'3922f373-785a-4593-8f46-e8f77ca1c8c4': 1},5.0
9733,keitanaka,4,"['The sound is good, the 4th order already.', 'The product has arrived, i bought it 3 times.', 'The item is good, i have bought for 2 times, but the shop is always successful.', ""It's good according to the order.""]",1,{'ada3b277-7679-4b52-8491-f4101329d86e': 4},5.0
9734,keithfeynm,0,[nan],1,{'10b5c89d-c320-4743-b6db-7962216594f9': 1},5.0
9735,keithh.limm,0,[nan],1,{'087be8f9-1394-40ae-be7a-ed4c4e917832': 1},5.0
9736,keithium77,0,[nan],1,{'55c8d8ca-0f15-43c7-8cd6-9835ebe8e049': 1},5.0
9737,keithix,1,"['Intend to gift as Christmas present but delivered with crushed box🙁 disappointing!', nan]",2,"{'bbfc5329-d536-4274-a1b4-3f2e28a82b63': 1, 'c27b8144-4472-420e-a5fe-0372caab2724': 1}",3.5
9738,keithnerdy,1,"['Mic working clearly, sound wise acceptable but sadly thumbdrive plug not working. Overall ok.']",1,{'087be8f9-1394-40ae-be7a-ed4c4e917832': 1},4.0
9739,keithnhazel,1,['Looks very goodz am going to make a little boy very happy this christmas!'],1,{'936348cf-936f-450a-ada8-a0392910fd2f': 1},5.0
9740,keithsouza971,1,"['Very good, loud and battery lasts long']",1,{'bf476063-e681-4700-b2a1-ad8a416a7cb8': 1},5.0
9741,keithyeong,0,[nan],1,{'25446ffc-7c07-41d6-a94e-bf0a071ac9c5': 1},5.0
9742,kekmans,0,[nan],1,{'4eec4d16-0b8d-40c9-be7b-b444955589c5': 1},5.0
9743,kel365,0,[nan],1,{'5428f9a3-7a6f-475e-b030-3284fe14d689': 1},5.0
9744,kelenewoo,1,['It did not test sound but looked nice with bright colours. It was delivered in a box with some bubble wraps.'],1,{'72370986-e271-46ab-9368-4ccb6f31a38d': 1},5.0
9745,keli101,1,"['The headphones are so pretty.. they sound good too. If you watch the video, remember to turn off the sound because my voice is a bit hard to hear\U0001f972\U0001f972 Hope the headset will work well.']",1,{'6b40a572-7c11-45bb-937c-d3460fc70c36': 1},5.0
9746,kelianearaujo965,2,"['I really liked this purchase!Arrived safely and working perfectly!Thank you', 'My second headset, very good!I recommend!My daughter really liked it!']",1,{'bf476063-e681-4700-b2a1-ad8a416a7cb8': 2},5.0
9747,kelkel711,2,"['Performance: Sounds good\nBest Feature(s): Comfort\nValue For Money: Yes\nI’ve always been a supporter of Creative Labs! Really love this product, will be using it a lot. \n\nHowever i was surprised to see the box that it came in was smashed and the original box was dented so I was worried the headphones were damaged, thankfully they’re both okay so far. \n\nPackaging could be better, could have put bubble wraps to better protect the products.', 'Performance: Sounds good\nBest Feature(s): Comfort\nValue For Money: Yes\nI’ve always been a supporter of Creative Labs! Really love this product, will be using it a lot. \n\nHowever i was surprised to see the box that it came in was smashed and the original box was dented so I was worried the headphones were damaged, thankfully they’re both okay so far. \n\nPackaging could be better, could have put bubble wraps to better protect the products.']",2,"{'12c56041-6472-4142-b0fc-d4a5c0d82309': 1, 'ff9d5533-0a5c-4d93-91c2-c8ebfa50c30f': 1}",5.0
9748,kelkel_03,3,"['Ordered many times. Gd quality', 'Recx in gd condition', 'Recx gd condition']",1,{'43c23b00-3cb4-4718-81f0-d4dd22b9bb76': 3},5.0
9749,kelleh,0,[nan],1,{'43c23b00-3cb4-4718-81f0-d4dd22b9bb76': 1},5.0
9750,kellendayany,1,['I just liked that the side came open'],1,{'bf476063-e681-4700-b2a1-ad8a416a7cb8': 1},3.0
9751,kellene00,0,[nan],1,{'087be8f9-1394-40ae-be7a-ed4c4e917832': 1},5.0
9752,kelljanu,1,"['I loved the quality of the product.  I did not like the color of the fabric, it seems to be used but for the super price indicated. \nThe volume is great. \nHelpful seller, posted super fast and arrived 10 days before the scheduled date. You can buy without fear, I will buy another one.']",1,{'bf476063-e681-4700-b2a1-ad8a416a7cb8': 1},5.0
9753,kelly.hj,1,"['Very fast delivery, received within 48 hours👍, packing very well']",1,{'5a3c6eba-0780-4b30-9256-81f254b07332': 1},5.0
9754,kelly_tpl197,0,"[nan, nan]",1,{'3ac85522-669a-42b8-a279-b31ec4a84c29': 2},5.0
9755,kellyaw1307,0,[nan],1,{'43c23b00-3cb4-4718-81f0-d4dd22b9bb76': 1},5.0
9756,kellycherishng,0,[nan],1,{'bf476063-e681-4700-b2a1-ad8a416a7cb8': 1},5.0
9757,kellyelidia,1,"['Great phone, very clear sound']",1,{'bf476063-e681-4700-b2a1-ad8a416a7cb8': 1},5.0
9758,kellyferreira477,0,[nan],1,{'bf476063-e681-4700-b2a1-ad8a416a7cb8': 1},5.0
9759,kellyism,1,['Able to connect via Bluetooth (thankfully)'],1,{'43c23b00-3cb4-4718-81f0-d4dd22b9bb76': 1},5.0
9760,kellyleekwf,1,"['The quality are very nice ! Item arrive is good condition ,finally get this item thanks seller hope can buy from u again']",1,{'c6248603-e4db-403f-a7d2-4139e8463d34': 1},5.0
9761,kellymahxinyee,0,[nan],1,{'738907d7-39a7-403e-a8a6-1b0933baf48f': 1},5.0
9762,kellymiranda379,0,[nan],1,{'bf476063-e681-4700-b2a1-ad8a416a7cb8': 1},5.0
9763,kellyng735,0,[nan],1,{'c27b8144-4472-420e-a5fe-0372caab2724': 1},5.0
9764,kellyngchen,1,"['Sound OK but not comfortable, a bit tight and small. Regret to purchase.']",1,{'738907d7-39a7-403e-a8a6-1b0933baf48f': 1},2.0
9765,kellynhadadarquinha,1,"['I bought one for myself and one for my sister, we love it!!!']",1,{'bf476063-e681-4700-b2a1-ad8a416a7cb8': 1},5.0
9766,kellyrivera1809,0,[nan],1,{'c6248603-e4db-403f-a7d2-4139e8463d34': 1},5.0
9767,kellyrobertaneves11,1,['Good value for money... Yes loud'],1,{'bf476063-e681-4700-b2a1-ad8a416a7cb8': 1},5.0
9768,kellyrodrigues971,1,"['The product arrived just right, the sound is quite loud, has size adjustment, memory card slot. I liked it, I recommend it.']",1,{'bf476063-e681-4700-b2a1-ad8a416a7cb8': 1},5.0
9769,kellysantto,0,[nan],1,{'bf476063-e681-4700-b2a1-ad8a416a7cb8': 1},5.0
9770,kellyseah20,1,['Performance: performance is as expected is okay\nBest Feature(s): best feature is good sound blocking and mic works well\nValue For Money: good value for money for typical gaming headphone'],1,{'087be8f9-1394-40ae-be7a-ed4c4e917832': 1},4.0
9771,kellysh71,0,[nan],1,{'55c8d8ca-0f15-43c7-8cd6-9835ebe8e049': 1},4.0
9772,kellyyutan,0,[nan],1,{'43c23b00-3cb4-4718-81f0-d4dd22b9bb76': 1},5.0
9773,kellyyy2005,0,"[nan, nan]",1,{'738907d7-39a7-403e-a8a6-1b0933baf48f': 2},5.0
9774,keltan71,1,['Item was well received. Love the striking colors. Pretty good sounds for the price point. '],1,{'25446ffc-7c07-41d6-a94e-bf0a071ac9c5': 1},5.0
9775,kelv1nkua,1,['Value For Money: Good quality for price paid'],1,{'43c23b00-3cb4-4718-81f0-d4dd22b9bb76': 1},5.0
9776,kelventay123,1,['Decent for the money'],1,{'087be8f9-1394-40ae-be7a-ed4c4e917832': 1},5.0
9777,kelviabianca,1,"[""Wonderful it took a while to arrive but it was worth it very high I'm in love""]",1,{'bf476063-e681-4700-b2a1-ad8a416a7cb8': 1},5.0
9778,kelvin119,0,[nan],1,{'2e678f8d-a9a3-4279-9037-8af1c013dbf3': 1},5.0
9779,kelvin121gh,0,[nan],1,{'55c8d8ca-0f15-43c7-8cd6-9835ebe8e049': 1},5.0
9780,kelvinace8,1,['Fast delivery from seller. Basic Sound performance with this price tag.'],1,{'ef5a4175-8271-46c7-9c82-be26682bc42d': 1},5.0
9781,kelvindeen,1,['Performance: Pretty good bass and tremble for the price. Not so good for runs as it makes a rattling noise under bouncy conditions. Suitable for adults but not for people with small heads likes kids.\nBest Feature(s): Connectivity is good except outside the 5-6M.'],1,{'629dd687-f02e-4db8-8b54-3250c1f685f2': 1},5.0
9782,kelviniko,1,['Items nicely packed and received in good condition will definitely order again thanks'],1,{'087be8f9-1394-40ae-be7a-ed4c4e917832': 1},5.0
9783,kelvinkkit,0,[nan],1,{'43c23b00-3cb4-4718-81f0-d4dd22b9bb76': 1},5.0
9784,kelvinkoh057,1,['Performance: best result for a affordable price'],1,{'ef5a4175-8271-46c7-9c82-be26682bc42d': 1},5.0
9785,kelvinlam275,0,[nan],1,{'087be8f9-1394-40ae-be7a-ed4c4e917832': 1},5.0
9786,kelvinlaw23,1,['Came relatively quickly and in good condition.'],1,{'25446ffc-7c07-41d6-a94e-bf0a071ac9c5': 1},5.0
9787,kelvinleeys,1,"[""Performance: Amazing good for the price range\nValue For Money: super\nBest Feature(s): radio\nThanks for the seller,'s after sales service,is excellent 👍 strong recommendation.""]",1,{'c7fba410-b199-4136-b15d-409abdf88c4d': 1},5.0
9788,kelvinng459,1,['Nice and fitted. Hope it can last long'],1,{'51f70b33-555b-4d40-ad73-a4f19446fc73': 1},5.0
9789,kelvinpoh14,1,['Took a while to receive as from China. But can wait. Tested the headphone. Sounds not bad can hear the bass and for what I paid. Cannot complain'],1,{'43c23b00-3cb4-4718-81f0-d4dd22b9bb76': 1},5.0
9790,kelvins1984,0,[nan],1,{'087be8f9-1394-40ae-be7a-ed4c4e917832': 1},5.0
9791,kelvinzeng,0,[nan],1,{'b8a99585-17fd-4d00-8a53-9c08e0f353c9': 1},5.0
9792,kemmytang,0,[nan],1,{'ef5a4175-8271-46c7-9c82-be26682bc42d': 1},5.0
9793,ken.osh,0,[nan],1,{'43c23b00-3cb4-4718-81f0-d4dd22b9bb76': 1},5.0
9794,ken77aun,0,"[nan, nan]",2,"{'43c23b00-3cb4-4718-81f0-d4dd22b9bb76': 1, '629dd687-f02e-4db8-8b54-3250c1f685f2': 1}",5.0
9795,ken_0345,1,['Received. Item was well packed. Looks ok and nice for child to use. Yet to try.'],1,{'c27b8144-4472-420e-a5fe-0372caab2724': 1},5.0
9796,ken_29,1,['Performance: dun know hope it can last and so a good wan with this price\nBest Feature(s): fast delivery\nValue For Money: very cheap'],1,{'59331d97-d641-4a8b-8d1d-4f7296f1978e': 1},5.0
9797,kenanluo,0,[nan],1,{'087be8f9-1394-40ae-be7a-ed4c4e917832': 1},5.0
9798,kenbalba07,1,['Nice'],1,{'0f0709c2-b0ab-467e-8334-969ba228ee4b': 1},5.0
9799,kenchen16,1,"[""Performance: good\nBest Feature(s): easy to use\nValue For Money: worth\nThe shipping is quick and the headphone is in good quality. Moreover, it's easy to pair with my pc""]",1,{'3aa481f9-6e8d-40aa-b4a9-8022ae11b332': 1},5.0
9800,kenchuath,1,['Item received in good order'],1,{'0af370ba-f422-43a0-8c69-a348ceb78266': 1},5.0
9801,kenhaseo,1,['Nicely packed and fast delivery. Tested nice earphone. Brought it on sale'],1,{'43c23b00-3cb4-4718-81f0-d4dd22b9bb76': 1},5.0
9802,kenixlee39,1,['Fast delivery. Nice packaging. Is a gift to someone so did not open up'],1,{'c27b8144-4472-420e-a5fe-0372caab2724': 1},5.0
9803,kenji199910,1,['Value For Money: Yes\nHeadset a little tight for people with big head😂😂'],1,{'087be8f9-1394-40ae-be7a-ed4c4e917832': 1},5.0
9804,kenjing1976,1,['item received in good condition thanks'],1,{'6c475598-c32f-4bac-9831-383e5eb8e323': 1},5.0
9805,kenjiteo69,1,['Received the items in good condition.'],1,{'087be8f9-1394-40ae-be7a-ed4c4e917832': 1},5.0
9806,kenjiwong256,0,[nan],1,{'b8a99585-17fd-4d00-8a53-9c08e0f353c9': 1},5.0
9807,kenl.c.c,1,"[""For the price this is quite acceptable, but don't use the to listen to music, the sound isn't clear, there's no bass. It's perfect for podcast and online meeting""]",1,{'25446ffc-7c07-41d6-a94e-bf0a071ac9c5': 1},3.0
9808,kenliewlk,1,['Performance: ok\nBest Feature(s): ok\nValue For Money: ok\nlook cool'],1,{'43c23b00-3cb4-4718-81f0-d4dd22b9bb76': 1},5.0
9809,kenlimsc,0,[nan],1,{'51f70b33-555b-4d40-ad73-a4f19446fc73': 1},5.0
9810,kenliow74,0,[nan],1,{'a0576a99-5e5b-4ac9-8dac-aa72e187133e': 1},5.0
9811,kennedyccs,0,[nan],1,{'087be8f9-1394-40ae-be7a-ed4c4e917832': 1},5.0
9812,kenneth0ming,0,[nan],1,{'0f0709c2-b0ab-467e-8334-969ba228ee4b': 1},5.0
9813,kennethb03,0,[nan],1,{'2e678f8d-a9a3-4279-9037-8af1c013dbf3': 1},5.0
9814,kennethdayo2,0,[nan],1,{'ada3b277-7679-4b52-8491-f4101329d86e': 1},5.0
9815,kennethlee82,2,"['Delivery speed was relatively fast. Havent tested. Hope it works fine!', 'Very fast delivery. Same price as Challenger. Although dont have member discount, but have more colours to choose from. Box abit damaged during delivery. No protection. Not even bubble wrap.']",2,"{'25446ffc-7c07-41d6-a94e-bf0a071ac9c5': 1, '629dd687-f02e-4db8-8b54-3250c1f685f2': 1}",4.5
9816,kennethreyes205,1,['Performance: goods\nBest Feature: goods\nProduct Quality: goods\nGood product thanks seller and delivery rider'],1,{'3922f373-785a-4593-8f46-e8f77ca1c8c4': 1},5.0
9817,kennethtohke96,0,[nan],1,{'43c23b00-3cb4-4718-81f0-d4dd22b9bb76': 1},5.0
9818,kennethxyz,0,[nan],1,{'43c23b00-3cb4-4718-81f0-d4dd22b9bb76': 1},5.0
9819,kennishuang262,1,"[""Performance: very good\nBest Feature(s): I can't hear my mom when I wear the headphones. 10/10 I would recommend.""]",1,{'3aa481f9-6e8d-40aa-b4a9-8022ae11b332': 1},5.0
9820,kenny._ong,1,"['The item in good condition, fast delivery, packing in good quality. Would recommend to buy.']",1,{'43c23b00-3cb4-4718-81f0-d4dd22b9bb76': 1},5.0
9821,kenny.toh,1,['Delivery was super fast and thank you seller.'],1,{'6c475598-c32f-4bac-9831-383e5eb8e323': 1},5.0
9822,kenny998,0,[nan],1,{'25446ffc-7c07-41d6-a94e-bf0a071ac9c5': 1},5.0
9823,kenny_6197,0,[nan],1,{'087be8f9-1394-40ae-be7a-ed4c4e917832': 1},5.0
9824,kennyboooo,1,['Works great!\nFits well'],1,{'40e9c35e-edb6-4849-9064-7fb974c79a5d': 1},5.0
9825,kennyking99,1,"['Best Feature(s): very good quality products\nValue For Money: my kids loved it and we keep buying\nPerformance: great.\nHowever, it will suffer wear and tear and battery life goes down after few months of usage, but it’s very good when using.']",1,{'0f0709c2-b0ab-467e-8334-969ba228ee4b': 1},5.0
9826,kennylau,1,"['Order is well received... Looking good... Yet to try though...', nan]",1,{'087be8f9-1394-40ae-be7a-ed4c4e917832': 2},5.0
9827,kennyleow888,0,[nan],1,{'5f5d2db5-fe5c-4317-ae4f-5e75b4b67a2f': 1},5.0
9828,kensanova,0,"[nan, nan]",1,{'0f0709c2-b0ab-467e-8334-969ba228ee4b': 2},5.0
9829,kensheero,0,[nan],1,{'087be8f9-1394-40ae-be7a-ed4c4e917832': 1},5.0
9830,kent.foo,1,"['fast delivery, working well so far']",1,{'087be8f9-1394-40ae-be7a-ed4c4e917832': 1},5.0
9831,kentan0808,0,[nan],1,{'3ac85522-669a-42b8-a279-b31ec4a84c29': 1},5.0
9832,kentavioustan,1,['Performance: very good\nBest Feature(s): the design\nValue For Money: dont know\nit arrived in good condition. it looks exactly like the picture and it has noise cancellation. it also charges pretty damn fast 👍🏻👍🏻👍🏻'],1,{'c06ac557-5552-4dab-b42c-e679f54cc097': 1},5.0
